Restitution,Etape,Principe,Paramètre ,Degré_Retenu_P,Sources,Justification_Degré_Retenu_P,Deal-Breaker,Commentaire,source_sheet,source_file,Source,Deal-Breaker (Oui/Non),Commentaires ,Paramètre
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E3,redevabilité (P_R),5. répartition des rôles ,Degré 3,"(1) Bornstein, A. (2016). The BOTA Foundation: A Model for the Safe Return of Stolen Assets? In ccprcentre.org. PtP Project. https://ccprcentre.org/files/media/PtP_Bota-Foundation-Case-Study_Bornstein.pdf ; (2) IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf","Sont identifiés nominativement les membres du Conseil d'administration de BOTA (1) “Les noms et les courtes biographies des membres du Conseil d'administration (BoT) de BOTA ont été publiés sur le site web de la fondation. Des informations sur les modalités de sélection des membres du Conseil étaient disponibles dans la section FAQ du site web, tout comme les décisions prises par le Conseil à l'issue de ses réunions. Ces informations étaient accessibles de 2009 à 2014”. Le manager de BOTA a été sélectionné à travers un appel d'offre compétitif, et IREX fut sélectionné en coopération avec Save the Children(1) (2). La Banque Mondiale aurait joué un rôle important dans la rédaction du cahier des charges pour le dossier d'appel d'offres visant à sélectionner un responsable de programme (PM) pour la fondation, puis organisation de la procédure d'appel d'offres et sélection d'IREX/Save the Children pour occuper ce poste (1). La selection des Conditional Cash Transfers (CCT) s'est établie à travers des ""proxy mean tests"" (PMT) fournis par Save the Children. Le programme de service sociaux (SSP) a sélectionné des ONG qui pouvaient recevoir des fonds à travers des appels à projets, dirigés par un comité d'évaluation interne à BOTA (dirigé par IREX). La sélection des bénéficiaires des assistances aux bourses d'études (TAP) a été réalisée en interne par le personnel du département TAP sous la direction d'IREX, l'outil PMT (développé par Save the Children) étant utilisé pour vérifier l'éligibilité financière.",,,Etape 3,SANS déf_bota_codification (V3 C) copy.xlsx,,,,
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E3,redevabilité (P_R),6. responsabilité et recours ,Degré 3,"(1) IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; (2) Bornstein, A. (2016). The BOTA Foundation: A Model for the Safe Return of Stolen Assets? In ccprcentre.org. PtP Project. https://ccprcentre.org/files/media/PtP_Bota-Foundation-Case-Study_Bornstein.pdf ; (3) Memorandum of Understanding, (2007). https://2009-2017.state.gov/documents/organization/108887.pdf","Dans le cadre du SSP, une procédure de retour d'expérience a été mise en place pour les candidats non retenus, ainsi qu'un nouveau processus visant à adapter le suivi des bénéficiaires en fonction des niveaux de risque. C'est ce qui se rapproche le plus d'un mécanisme de recours, mais il ne s'agit pas d'un droit formel de contester une décision d'attribution (1). La Banque mondiale et le Conseil d'administration de la Fondation devaient approuver toutes les décisions importantes, mais des fonctionnaires suisses, américains et kazakhs devaient également donner leur accord écrit. Afin de contrôler étroitement les fonds de la BOTA, la Fondation recevait des financements tous les six mois, sur la base de rapports d'avancement, conformément à un budget et à un plan de travail approuvés par le conseil d'administration de la BOTA, la Banque mondiale et les trois gouvernements. ((2) p. 22). Le protocole d'accord stipule : “Ni les fonds ni aucun bien de la Fondation BOTA ne doivent être utilisés pour effectuer des paiements ou accorder d'autres avantages, directement ou indirectement, […] au gouvernement de la République du Kazakhstan, à ses fonctionnaires ou à leurs associés personnels ou professionnels.” (Protocole d'accord, article 2.6). Le déblocage des fonds est subordonné au programme BOTA, au programme d’examen de la gestion des finances publiques (PFMR) (visant à améliorer le plan stratégique pour renforcer la gestion des finances publiques au Kazakhstan) et au programme de l’Initiative pour la transparence dans les industries extractives (ITIE) (visant à accroître la transparence des paiements et des recettes des industries extractives opérant au Kazakhstan) (3).",,,Etape 3,SANS déf_bota_codification (V3 C) copy.xlsx,,,,
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E3,inclusivité (P_I),7. capacité d'action,Degré 3,"Bornstein, A. (2026, February 4). The case of the BOTA Foundation for asset restitution analysis (R. van der Bruggen & S. Brimbeuf, Interviewers) [Personal communication].","Toutes les informations suivantes étaient accessibles au public :les critères et procédures de sélection ; les bénéficiaires (personnes physiques/morales) ; et la répartition des fonds (qui a reçu quoi). Selon Bornstein : “Avant chaque cycle de subventions, nous avons organisé des ateliers de sensibilisation à l'intention des ONG afin d'expliquer le principe du cycle, les types de subventions disponibles, les critères de sélection, etc. Nous avons cherché à faire largement connaître le programme de bourses TAP dans les provinces où il était en vigueur. Le CCT a également organisé des séances publiques de sensibilisation et d'inscription. La liste de tous les bénéficiaires des programmes TAP et SSP était disponible sur notre site web.” ( p. 5).",,,Etape 3,SANS déf_bota_codification (V3 C) copy.xlsx,,,,
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E3,inclusivité (P_I),8. modalités de participation ,Degré 3,"(1) IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; (2) Bornstein, A. (2026, February 4). The case of the BOTA Foundation for asset restitution analysis (R. van der Bruggen & S. Brimbeuf, Interviewers) [Personal communication]. ","Les modalités se participation des SSPs étaient permettaient aux petites et grandes OSC de participer, selon des modalités adaptées à leur capacités. La participation aux CCT était adaptée aux populations, avec des extensions de temps de candidature pour les femmes enceintes notamment (1). Enfin, le programme TAP permettait aux étudiants d’aller dans toutes les universités qu’ils voulaient, peu importe la taille, le prix ou le prestige, et était personnalisé pour chaque étudiant, qui était suivi par un bénévole. Non seulement leur candidature était inclusive, mais tous les efforts nécessaires ont été mis en oeuvre pour permettre aux étudiants d’avoir les plus grandes chances de réussir après (networking, ateliers, etc.). Les programmes ont été adaptés pour qu’ils puissent être durables, et fournir des effets long terms sur les populations bénéficiaires ((2) p.9). ",,,Etape 3,SANS déf_bota_codification (V3 C) copy.xlsx,,,,
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E3,inclusivité (P_I),9. pertinence des entités récipiendaires sélectionnées,Degré 3,"IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; Balasubramanian, S., & Pacheco, C. (2015). Achieving Development Impact with an Inclusive Asset-Return Model: The Case of the BOTA Foundation in Kazakhstan. IREX. https://www.irex.org/sites/default/files/node/resource/bota-case-study_0.pdf` ; O’Brien, C. (2016). The impact of the BOTA foundation’s conditional cash transfer programme for pre-school children in Kazakhstan. In ilcid.org. International Policy Centre for Inclusive Growth. https://ipcid.org/sites/default/files/pub/en/OP314_The_impact_of_the_BOTA_foundation_s_conditional_cash_transfer_programme_for_pre_school_children_in_kazakhstan.pdf","Oui, et les rapports de suivi et d’évaluation en témoignent. ",,,Etape 3,SANS déf_bota_codification (V3 C) copy.xlsx,,,,
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,transparence (P_T) ,,Degré 3,"(1) Stolen Asset Recovery Initiative. (2021). U.S. v. Approximately $84 Million on deposit in Account No. 4025 in the Name of the Treasury of the Ministry of Finance of the Republic of Kazakhstan. Star.worldbank.org; World Bank. https://star.worldbank.org/asset-recovery-watch-database/us-v-approximately-84-million-deposit-account-no-4025-name-treasury ; (2) Oxford Policy Management. (2015, January 27). External Evaluation of BOTA Programmes: The Impact of BOTA’s Conditional Cash Transfer (CCT) Programme 2011-2012. Worldbank.org; World Bank. https://microdata.worldbank.org/index.php/catalog/2218 ; (3) IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; (4) Balasubramanian, S., & Pacheco, C. (2015). Achieving Development Impact with an Inclusive Asset-Return Model: The Case of the BOTA Foundation in Kazakhstan. IREX. https://www.irex.org/sites/default/files/node/resource/bota-case-study_0.pdf ; (5) O’Brien, C. (2016). The impact of the BOTA foundation’s conditional cash transfer programme for pre-school children in Kazakhstan. In ilcid.org. International Policy Centre for Inclusive Growth. https://ipcid.org/sites/default/files/pub/en/OP314_The_impact_of_the_BOTA_foundation_s_conditional_cash_transfer_programme_for_pre_school_children_in_kazakhstan.pdf ; (6) Bornstein, A. (2026, February 4). The case of the BOTA Foundation for asset restitution analysis (R. van der Bruggen & S. Brimbeuf, Interviewers) [Personal communication].","Toutes les informations concernant le suivi de la mise en oeuvre des programmes d’allocation et l’évaluation de la restitution ont été publiées sur le site de la fondation BOTA en ligne de manière centralisée, en temps et en heure, en anglais, russe et kazakh. ",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,1. modalités d'accès à l'information 
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,transparence (P_T) ,,Degré 3,"(1) Stolen Asset Recovery Initiative. (2021). U.S. v. Approximately $84 Million on deposit in Account No. 4025 in the Name of the Treasury of the Ministry of Finance of the Republic of Kazakhstan. Star.worldbank.org; World Bank. https://star.worldbank.org/asset-recovery-watch-database/us-v-approximately-84-million-deposit-account-no-4025-name-treasury ; (2) Oxford Policy Management. (2015, January 27). External Evaluation of BOTA Programmes: The Impact of BOTA’s Conditional Cash Transfer (CCT) Programme 2011-2012. Worldbank.org; World Bank. https://microdata.worldbank.org/index.php/catalog/2218 ; (3) IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; (4) Balasubramanian, S., & Pacheco, C. (2015). Achieving Development Impact with an Inclusive Asset-Return Model: The Case of the BOTA Foundation in Kazakhstan. IREX. https://www.irex.org/sites/default/files/node/resource/bota-case-study_0.pdf ; (5) O’Brien, C. (2016). The impact of the BOTA foundation’s conditional cash transfer programme for pre-school children in Kazakhstan. In ilcid.org. International Policy Centre for Inclusive Growth. https://ipcid.org/sites/default/files/pub/en/OP314_The_impact_of_the_BOTA_foundation_s_conditional_cash_transfer_programme_for_pre_school_children_in_kazakhstan.pdf ; (6) Bornstein, A. (2026, February 4). The case of the BOTA Foundation for asset restitution analysis (R. van der Bruggen & S. Brimbeuf, Interviewers) [Personal communication].","Oui, toutes ces information étaient publiées sur le site de la fondation BOTA en ligne de manière centralisée, en temps et en heure, en anglais, russe et Kazakh. ",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,2. niveau de détail de l'information 
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,transparence (P_T) ,,Degré 3,"(1) Stolen Asset Recovery Initiative. (2021). U.S. v. Approximately $84 Million on deposit in Account No. 4025 in the Name of the Treasury of the Ministry of Finance of the Republic of Kazakhstan. Star.worldbank.org; World Bank. https://star.worldbank.org/asset-recovery-watch-database/us-v-approximately-84-million-deposit-account-no-4025-name-treasury ; (2) Oxford Policy Management. (2015, January 27). External Evaluation of BOTA Programmes: The Impact of BOTA’s Conditional Cash Transfer (CCT) Programme 2011-2012. Worldbank.org; World Bank. https://microdata.worldbank.org/index.php/catalog/2218 ; (3) IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; (4) Balasubramanian, S., & Pacheco, C. (2015). Achieving Development Impact with an Inclusive Asset-Return Model: The Case of the BOTA Foundation in Kazakhstan. IREX. https://www.irex.org/sites/default/files/node/resource/bota-case-study_0.pdf ; (5) O’Brien, C. (2016). The impact of the BOTA foundation’s conditional cash transfer programme for pre-school children in Kazakhstan. In ilcid.org. International Policy Centre for Inclusive Growth. https://ipcid.org/sites/default/files/pub/en/OP314_The_impact_of_the_BOTA_foundation_s_conditional_cash_transfer_programme_for_pre_school_children_in_kazakhstan.pdf ; (6) Bornstein, A. (2026, February 4). The case of the BOTA Foundation for asset restitution analysis (R. van der Bruggen & S. Brimbeuf, Interviewers) [Personal communication].","Toutes les informations concernant le suivi de la mise en oeuvre des programmes d’allocation et l’évaluation de la restitution ont été publiées sur le site de la fondation BOTA en ligne de manière centralisée, en temps et en heure, en anglais, russe et Kazakh.",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,"3. temporalité, fréquence et actualisation des informations publiées"
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,redevabilité (P_R),,Degré 3 ,"IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; World Bank. (2015). Final Supervision Report of the BOTA Foundation. In justice.gov. ; World Bank. https://www.justice.gov/archives/opa/file/798311/dl ((P. 5, Fraude et Corruption) ; Merttens, F., MacAuslan, I., & Marzi, M. (2014). Evaluating the BOTA Foundation’s social sector programmes in Kazakhstan. Opml.co.uk; Oxford Policy Management. https://www.opml.co.uk/projects/evaluating-bota-foundation-social-sector-programmes-kazakhstan ; Oxford Policy Management. (2015, January 27). External Evaluation of BOTA Programmes: The Impact of BOTA’s Conditional Cash Transfer (CCT) Programme 2011-2012. Worldbank.org; World Bank. https://microdata.worldbank.org/index.php/catalog/2218","Qualitatif et quantitatif. Département Monitoring et Evaluation, présidé par un membre de l’IREX. Construction d’un système d'information de gestion (MIS) robuste pour mieux agréger, stocker et analyser les données, et à renforcer les capacités du département Monitoring and Evaluation de BOTA (1 IREX). OPI a mis en place un cadre de suivi des résultats (RMF). Il comprenait des objectifs, des indicateurs pour mesurer les progrès vers chaque objectif, et des cibles établies que BOTA devait accomplir d'ici fin 2014. Il y avait 41 indicateurs couvrant la majorité des programmes. Le cadre était examiné chaque année, ce qui entraînait la redéfinition de certains objectifs ou méthodologies de collecte de donnée, validées oar la Banque Mondiale. Pour les CCT : Les systèmes d’information de gestion (MIS) ont été mis en place pour les CCTs, sur l'enrôlement des bénéficiaires, le respect des conditions, et les transferts de fonds via cartes bancaires. Suivi mensuel des budgets des programmes par IREX, suivi des bénéficiaires CCT par des volontaires. Pour les CCT et SSP : ils ont cherché à comprendre qui ont été les bénéficiaires, si il y a eu des changements de situation grace au programme, afin d'évaluer l'efficacité de ceux ci. L'efficacité des programmes a été évaluée.",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,4. planification et formalisation du suivi et de l'évaluation interne
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,redevabilité (P_R),,Degré 2,"1) IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; World Bank. (2015). Final Supervision Report of the BOTA Foundation. In justice.gov. ; (2) World Bank. https://www.justice.gov/archives/opa/file/798311/dl ((P. 5, Fraude et Corruption) ; (3) Merttens, F., MacAuslan, I., & Marzi, M. (2014). Evaluating the BOTA Foundation’s social sector programmes in Kazakhstan. Opml.co.uk; Oxford Policy Management. https://www.opml.co.uk/projects/evaluating-bota-foundation-social-sector-programmes-kazakhstan ; (4) Oxford Policy Management. (2015, January 27). External Evaluation of BOTA Programmes: The Impact of BOTA’s Conditional Cash Transfer (CCT) Programme 2011-2012. Worldbank.org; World Bank. https://microdata.worldbank.org/index.php/catalog/2218","Pas qualitatif et quantitatif pour tous les programmes. BDO Kazakhstan Audit a réalisé cinq audits annuels des états financiers de BOTA, à partir de 2009). Ils ont donné leurs opinions sans réserve, sans identification d'anomalies financières importante. Et dans tous les cas où les auditeurs ont formulé des recommandations pour améliorer les systèmes internes de la Fondation, celles-ci ont été entièrement suivies et vérifiées l'année suivante. Ces audits ont été publiés sur le site de la fondation FOTA (IREX (1) + BM (2) ). La Banque Mondiale faisait aussi des visites semestrielles et venait vérifier les registres comptables du programme sur une base semestrielle, de 2010 à 2014. Aucun problème majeur n'a été identifié, et les recommandations de la Banque mondiale ont été acceptées et mises en œuvre. Elle produisait aussi des conseils et orientations suite à son assistance aux réunion. Tous ses rapports ont été publiés sur le site de la fondation BOTA. OPM a réalisé une évaluation indépendante de l'efficacité et de l'efficience des programmes de BOTA. Le CCT a fait l'objet de deux types d'évaluations : une évaluation d'impact et une évaluation qualitative, tandis que le TAP et le SSP n'ont fait l'objet que d'évaluations qualitatives. Toutes les évaluations ont été conduites deux fois, en 2011 et 2012. L'évaluation d'impact quantitative du CCT a été réalisée selon les normes scientifiques les plus élevées, incluant le choix de zones de contrôle (où le CCT n'était pas offert) et de zones de traitement (où il l'était), et la conduite d'une enquête de base et de suivi.",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,5. planification et formalisation du suivi et de l’évaluation externe
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,redevabilité (P_R),,Degré 3 ,"IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; Bornstein, A. (2026, February 4). The case of the BOTA Foundation for asset restitution analysis (R. van der Bruggen & S. Brimbeuf, Interviewers) [Personal communication].","Suivi internes menées par IREX suite à un appel d'offre. Suivi externe par BDO Kazakhstan (5 audits annuels). Suivi également par le Banque Mondiale (audit semi-annules) de 2009 à 2014. Evaluation par Oxford Policy Management (OMP), également sélectionnée suite à un appel d’offres mise en place d'un cadre de surveillance robuste (RMF) ayant développé 41 indicateurs couvrant l'ensemble des programmes, collectionnant les données et réévaluant les objectifs.",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,6. répartition des rôles 
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,redevabilité (P_R),,Degré 3 ,"(1) IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; (2) Balasubramanian, S., & Pacheco, C. (2015). Achieving Development Impact with an Inclusive Asset-Return Model: The Case of the BOTA Foundation in Kazakhstan. IREX. https://www.irex.org/sites/default/files/node/resource/bota-case-study_0.pdf ; (3) (P. 5, Fraude et Corruption) World Bank. (2015). Final Supervision Report of the BOTA Foundation. In justice.gov. World Bank. https://www.justice.gov/archives/opa/file/798311/dl","Le protocole d'accord stipule : « Ni les fonds ni aucun bien de la Fondation BOTA ne doivent être utilisés pour effectuer des paiements ou accorder d'autres avantages, directement ou indirectement, […] au gouvernement de la République du Kazakhstan, à ses fonctionnaires ou à leurs associés personnels ou professionnels. » (Protocole d'accord, article 2.6) ; Le déblocage des fonds est subordonné au programme Bota, au programme d’examen de la gestion des finances publiques (PFMR) (visant à améliorer le plan stratégique pour renforcer la gestion des finances publiques au Kazakhstan) et au programme de l’Initiative pour la transparence dans les industries extractives (ITIE) (visant à accroître la transparence des paiements et des recettes des industries extractives opérant au Kazakhstan). Responsabilité et recevabilité des employés de BOTA : IREX et BOTA ont développé les éléments suivants pour assurer l'intégrité des opérations, un manuel financier complet décrivant toutes les procédures financières et un code de conduite pour le personnel BOTA, les partenaires, les bénéficiaires et les fournisseurs. Des procédures internes dans les programmes et les opérations ont été mise en oeuvre pour minimiser les risques de fraude et maximiser la prévention des problèmes. Des budgets de programme et d'opérations examinés mensuellement avec identification et résolution de toutes les irrégularités ont été également instaurés, avec des exigences de reporting externe pour le Conseil d'administration, IREX et la Banque mondiale, et une séparation claire des tâches pour prévenir tout conflit d’intérêts. Avant tout recrutement, il était important d'établir que chaque employé n'avait aucun conflit d'intérêts, notamment aucun lien avec le gouvernement du Kazakhstan et aucun membre de la famille déjà employé chez BOTA, et des formulaires étaient signés à cet effet. Toutes les relations avec les fournisseurs étaient examinées pour s'assurer de l'absence de conflit d’intérêts. Des sanctions sont prévues en cas d’irrégularité ou non respect des règles. Un système multipoid est effectivement mis en oeuvre: OPM contracté par BOTA pour réaliser une évaluation indépendante de l'efficacité et de l'efficience des programmes de BOTA (pour les CCT, qualitatif et quantitatif) ; Supervision de la Banque Mondiale ; BDO KazakhstanAudit à partir de 2009 qui a réalisé cinq audits annuels complets des états financiers de BOTA.",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,7. responsabilité et redevabilité 
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,redevabilité (P_R),,Degré 3 ,"(1) IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; (2) Balasubramanian, S., & Pacheco, C. (2015). Achieving Development Impact with an Inclusive Asset-Return Model: The Case of the BOTA Foundation in Kazakhstan. IREX. https://www.irex.org/sites/default/files/node/resource/bota-case-study_0.pdf ; (3) World Bank. (2015). Final Supervision Report of the BOTA Foundation. In justice.gov. World Bank. https://www.justice.gov/archives/opa/file/798311/dl (P. 5, Fraude et Corruption). ","Il y avait un mécanisme de signalement propre au CCT : recours et plaintes a été mis en place via des hotlines et à travers des volontaires. Un système de vérification anti-fraude a également été mis en place, qui entrainait la suspension du transfert comme sanction automatique si les conditions n’étaient pas respectées par les bénéficiaires. Pour les SSP, les procédures d'examen des subventions du SSP ont été examinées, avec un débriefing pour les candidats non retenus. Plusieurs irrégularités ont pu être observés : certains étudiants du TAP qui auraient dû être retirés du programme ont été autorisés à y rester, un bénéficiaire de subvention SSP à Kyzylorda a détourné environ 10 000 dollars, et plusieurs membres du personnel CCT à Kyzylorda ont créé de faux ménages et ont retiré les paiements aux bénéficiaires pour un montant total d'environ 171 000 dollars. Au moment de la fermeture de la Fondation en décembre 2014, tous les fonds détournés avaient été intégralement remboursés.",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,8. responsabilité et recours 
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,inclusivité (P_I),,Degré 3 ,"IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf ; World Bank. (2015). Final Supervision Report of the BOTA Foundation. In justice.gov. ; World Bank. https://www.justice.gov/archives/opa/file/798311/dl ((P. 5, Fraude et Corruption) ; Merttens, F., MacAuslan, I., & Marzi, M. (2014). Evaluating the BOTA Foundation’s social sector programmes in Kazakhstan. Opml.co.uk; Oxford Policy Management. https://www.opml.co.uk/projects/evaluating-bota-foundation-social-sector-programmes-kazakhstan ; Oxford Policy Management. (2015, January 27). External Evaluation of BOTA Programmes: The Impact of BOTA’s Conditional Cash Transfer (CCT) Programme 2011-2012. Worldbank.org; World Bank. https://microdata.worldbank.org/index.php/catalog/2218","L’ensemble des documentations relatives au suivi et à l’évaluation, interne et externe, de la restitution, ont été publiés en temps et en heure, et rendues accessibles pour la société civile. Elle disposait donc que l’ensemble des informations nécéssaire pour signaler toutes irrégularités potentielles.",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,9. capacité d'action
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,inclusivité (P_I),,Degré 1,"IREX, & Save the Children. (2015). The BOTA Foundation: Final Summative Report. IREX. https://www.irex.org/sites/default/files/node/resource/bota-foundation-final-report.pdf","Les seuls mécanismes de signalement sont internes et efficaces (voir p. 54 du Rapport IREX sur les cas de fraude). Pas de mécanisme officiel mais le dernier audit semi-annuel de la Banque Mondiale souligne que ""les informations d'autres collègues ont été remontées au management"", ce qui a permis de relever des irrégularités internes. (p.5). Par ailleurs, le rapport de l'IREX (p. 10) mentionne l'existence de procédures internes et opérations mises en place ""pour minimiser les chances de fraud et maximiser la prévention des problèmes"". Cependant, aucun dispositifs n’a été mis en place permettant à la société civile d'effectuer des réclamations ou des signalements. MAIS : mise en place d'un système permettant aux bénéficiaires de se plaindre (retards de payement, soutien dans les démarches à suivre) (p. 18 IREX Report).",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,10. modalités de participation 
Fondation BOTA : Kazakhstan_Etats-Unis_Suiss,E4,inclusivité (P_I),,Degré 1,"Bornstein, A. (2026, February 4). The case of the BOTA Foundation for asset restitution analysis (R. van der Bruggen & S. Brimbeuf, Interviewers) [Personal communication]","Non, les OSC n'ont pas la possibilité de se porter candidate pour la sélection des moniteurs. ",,,Etape 4,SANS déf_bota_codification (V3 C) copy.xlsx,,,,11. critères de sélection 
